genus_name,scientific_name,family_name,order_name,class_name,phylum_name,kingdom_name,infra_name,population,category
Amastra,Amastra spirizona,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Amastra,Amastra albolabris,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra cornea,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra crassilabrum,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra elongata,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra forbesi,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra pellucida,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra porcus,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra reticulata,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra subrostrata,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra subsoror,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra tenuispira,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amastra,Amastra umbilicata,AMASTRIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amauris,Amauris comorana,NYMPHALIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,EN
Amauris,Amauris nossima,NYMPHALIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Amauris,Amauris phoedon,NYMPHALIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Ambassis,Ambassis agassizii,AMBASSIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Ambassis,Ambassis elongatus,AMBASSIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LR/lc
Amblema,Amblema neislerii,UNIONIDAE,UNIONOIDA,BIVALVIA,MOLLUSCA,ANIMALIA,,,CR
Ambloplites,Ambloplites cavifrons,CENTRARCHIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Amblyopsis,Amblyopsis rosae,AMBLYOPSIDAE,PERCOPSIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Amblyopsis,Amblyopsis spelaea,AMBLYOPSIDAE,PERCOPSIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Amblyrhynchus,Amblyrhynchus cristatus,IGUANIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,VU
Neamblysomus,Neamblysomus gunningi,CHRYSOCHLORIDAE,AFROSORICIDA,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Neamblysomus,Neamblysomus julianae,CHRYSOCHLORIDAE,AFROSORICIDA,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Ambystoma,Ambystoma lermaense,AMBYSTOMATIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,EN
Ambystoma,Ambystoma mexicanum,AMBYSTOMATIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,CR
Ambystoma,Ambystoma californiense,AMBYSTOMATIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,VU
Ambystoma,Ambystoma cingulatum,AMBYSTOMATIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,VU
Ameca,Ameca splendens,GOODEIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EW
Pholidoscelis,Pholidoscelis polops,TEIIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,EN
Pholidoscelis,Pholidoscelis cineraceus,TEIIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,EX
Pholidoscelis,Pholidoscelis major,TEIIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,DD
Ametrida,Ametrida centurio,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Ammodillus,Ammodillus imbellis,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Ammodorcas,Ammodorcas clarkei,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Ammonitella,Ammonitella yatesii,MEGOMPHICIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Ammopelmatus,Ammopelmatus kelsoensis,STENOPELMATIDAE,ORTHOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Ammopelmatus,Ammopelmatus muwu,STENOPELMATIDAE,ORTHOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Ammospermophilus,Ammospermophilus nelsoni,SCIURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,EN
Ammotragus,Ammotragus lervia,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Amorphochilus,Amorphochilus schnablii,FURIPTERIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Ampelita,Ampelita julii,ACAVIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Ampelita,Ampelita soulaiana,ACAVIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Ampelita,Ampelita fulgurata,ACAVIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Amphicyclotulus,Amphicyclotulus guadeloupensis,NEOCYCLOTIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amphicyclotulus,Amphicyclotulus liratus,NEOCYCLOTIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Amphicyclotulus,Amphicyclotulus perplexus,NEOCYCLOTIDAE,ARCHITAENIOGLOSSA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Amphidromus,Amphidromus cognatus,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/nt
Amphigyra,Amphigyra alabamensis,PLANORBIDAE,HYGROPHILA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Amphipteryx,Amphipteryx agrioides,AMPHIPTERYGIDAE,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,,,DD
Amphorella,Amphorella melampoides,FERUSSACIIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LC
Amphorella,Amphorella iridescens,FERUSSACIIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Amplirhagada,Amplirhagada astuta,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Amplirhagada,Amplirhagada elevata,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/lc
Amplirhagada,Amplirhagada herbertena,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Amplirhagada,Amplirhagada montalivetensis,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/nt
Amplirhagada,Amplirhagada questroana,CAMAENIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Amyda,Amyda cartilaginea,TRIONYCHIDAE,TESTUDINES,REPTILIA,CHORDATA,ANIMALIA,,,VU
Anabarilius,Anabarilius polylepis,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Anaecypris,Anaecypris hispanica,CYPRINIDAE,CYPRINIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Anceya,Anceya giraudi,PALUDOMIDAE,SORBEOCONCHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LC
Anceya,Anceya terebriformis,PALUDOMIDAE,SORBEOCONCHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Gogo,Gogo brevibarbis,ANCHARIIDAE,SILURIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Ancharius,Ancharius fuscus,ANCHARIIDAE,SILURIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Ancylastrum,Ancylastrum cumingianus,PLANORBIDAE,HYGROPHILA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Ancylus,Ancylus ashangiensis,PLANORBIDAE,HYGROPHILA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Ancylus,Ancylus regularis,PLANORBIDAE,HYGROPHILA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Andalgalomys,Andalgalomys olrogi,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Andalgalomys,Andalgalomys pearsoni,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Andinomys,Andinomys edax,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Andrias,Andrias davidianus,CRYPTOBRANCHIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,CR
Andrias,Andrias japonicus,CRYPTOBRANCHIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,NT
Androniscus,Androniscus stygius ssp. dentatus,TRICHONISCIDAE,ISOPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,dentatus,,VU
Aneides,Aneides aeneus,PLETHODONTIDAE,CAUDATA,AMPHIBIA,CHORDATA,ANIMALIA,,,NT
Anergates,Anergates atratulus,FORMICIDAE,HYMENOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Anetia,Anetia briarea,NYMPHALIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,LR/nt
Anetia,Anetia cubana,NYMPHALIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,LR/nt
Anetia,Anetia jaegeri,NYMPHALIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,LR/nt
Anetia,Anetia pantheratus,NYMPHALIDAE,LEPIDOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,LR/nt
Aneuretus,Aneuretus simoni,FORMICIDAE,HYMENOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,CR
Fluvidona,Fluvidona anodonta,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Fluvidona,Fluvidona dulvertonensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EX
Fluvidona,Fluvidona dyeriana,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Austropyrgus,Austropyrgus grampianensis,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,NT
Fluvidona,Fluvidona petterdi,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,CR
Fluvidona,Fluvidona simsoniana,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,LR/lc
Anguispira,Anguispira picta,ENDODONTIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,DD
Anhydrophryne,Anhydrophryne rattrayi,PYXICEPHALIDAE,ANURA,AMPHIBIA,CHORDATA,ANIMALIA,,,VU
Anisomys,Anisomys imitator,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Anisotremus,Anisotremus moricandi,HAEMULIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Anodontoides,Anodontoides radiatus,UNIONIDAE,UNIONOIDA,BIVALVIA,MOLLUSCA,ANIMALIA,,,NT
Anoglypta,Anoglypta launcestonensis,ACAVIDAE,STYLOMMATOPHORA,GASTROPODA,MOLLUSCA,ANIMALIA,,,NT
Anolis,Anolis roosevelti,DACTYLOIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,CR
Anomalopus,Anomalopus mackayi,SCINCIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,VU
Anomalurus,Anomalurus derbianus,ANOMALURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Anomalurus,Anomalurus pelii,ANOMALURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Anomalurus,Anomalurus pusillus,ANOMALURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Anomochilus,Anomochilus leonardi,ANOMOCHILIDAE,SQUAMATA,REPTILIA,CHORDATA,ANIMALIA,,,LC
Anonymomys,Anonymomys mindorensis,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Anoplolepis,Anoplolepis nuptialis,FORMICIDAE,HYMENOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Anotomys,Anotomys leander,CRICETIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Anoura,Anoura cultrata,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Anoura,Anoura latidens,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Anoura,Anoura luismanueli,PHYLLOSTOMIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Antechinomys,Antechinomys laniger,DASYURIDAE,DASYUROMORPHIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Antechinus,Antechinus godmani,DASYURIDAE,DASYUROMORPHIA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Antechinus,Antechinus leo,DASYURIDAE,DASYUROMORPHIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Murexia,Murexia naso,DASYURIDAE,DASYUROMORPHIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Murexia,Murexia habbema,DASYURIDAE,DASYUROMORPHIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Antechinus,Antechinus agilis,DASYURIDAE,DASYUROMORPHIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Murexia,Murexia melanurus,DASYURIDAE,DASYUROMORPHIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Choranthias,Choranthias salmopunctatus,SERRANIDAE,PERCIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Anthicus,Anthicus sacramento,ANTHICIDAE,COLEOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,EN
Anthops,Anthops ornatus,HIPPOSIDERIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Antichthonidris,Antichthonidris bidentatus,FORMICIDAE,HYMENOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Antidorcas,Antidorcas marsupialis,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Antilocapra,Antilocapra americana,ANTILOCAPRIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Antilope,Antilope cervicapra,BOVIDAE,CETARTIODACTYLA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Antipodochlora,Antipodochlora braueri,CORDULIIDAE,ODONATA,INSECTA,ARTHROPODA,ANIMALIA,,,LC
Antiponemertes,Antiponemertes allisonae,PROSORHOCHMIDAE,HOPLONEMERTEA,ENOPLA,NEMERTINA,ANIMALIA,,,EN
Antrisocopia,Antrisocopia prehensilis,PLATYCOPIIDAE,PLATYCOPIOIDA,MAXILLOPODA,ARTHROPODA,ANIMALIA,,,CR
Antrobia,Antrobia culveri,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,EN
Antrolana,Antrolana lira,CIROLANIDAE,ISOPODA,MALACOSTRACA,ARTHROPODA,ANIMALIA,,,VU
Bauerus,Bauerus dubiaquercus,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Antrozous,Antrozous pallidus,VESPERTILIONIDAE,CHIROPTERA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Aonyx,Aonyx capensis,MUSTELIDAE,CARNIVORA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Aonyx,Aonyx congicus,MUSTELIDAE,CARNIVORA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Aotus,Aotus miconax,AOTIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Aotus,Aotus griseimembra,AOTIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Aotus,Aotus lemurinus,AOTIDAE,PRIMATES,MAMMALIA,CHORDATA,ANIMALIA,,,VU
Apalone,Apalone spinifera ssp. atra,TRIONYCHIDAE,TESTUDINES,REPTILIA,CHORDATA,ANIMALIA,atra,,CR
Aphaenogaster,Aphaenogaster bidentatus,FORMICIDAE,HYMENOPTERA,INSECTA,ARTHROPODA,ANIMALIA,,,VU
Aphanius,Aphanius anatoliae,CYPRINODONTIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,NT
Aphanius,Aphanius burduricus,CYPRINODONTIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Aphanius,Aphanius chantrei,CYPRINODONTIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LR/lc
Aphanius,Aphanius iberus,CYPRINODONTIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Aphanius,Aphanius fasciatus,CYPRINODONTIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,LC
Aphanius,Aphanius splendens,CYPRINODONTIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EX
Aphanius,Aphanius sureyanus,CYPRINODONTIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,EN
Aphanius,Aphanius transgrediens,CYPRINODONTIDAE,CYPRINODONTIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,CR
Aphaostracon,Aphaostracon asthenes,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Aphaostracon,Aphaostracon monas,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Aphaostracon,Aphaostracon pycnus,HYDROBIIDAE,LITTORINIMORPHA,GASTROPODA,MOLLUSCA,ANIMALIA,,,VU
Aplochiton,Aplochiton marinus,GALAXIIDAE,OSMERIFORMES,ACTINOPTERYGII,CHORDATA,ANIMALIA,,,DD
Aplodontia,Aplodontia rufa,APLODONTIIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus agrarius,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus chevrieri,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus draco,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus flavicollis,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus gurkha,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus hyrcanicus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,NT
Apodemus,Apodemus latronum,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus mystacinus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus peninsulae,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus ponticus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus rusiges,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus semotus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus speciosus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus sylvaticus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus uralensis,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus pallipes,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apodemus,Apodemus alpicola,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apomys,Apomys datae,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apomys,Apomys hylocetes,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apomys,Apomys insignis,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apomys,Apomys littoralis,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,DD
Apomys,Apomys microdon,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apomys,Apomys musculus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
Apomys,Apomys sacobianus,MURIDAE,RODENTIA,MAMMALIA,CHORDATA,ANIMALIA,,,LC
